,faultNumber,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Algo1_loss_mae,Algo1_threshold,Algo1_pointType,Algo1_adaptiveMetric,Algo1_aggregatedMetric,Algo2_loss_mae,Algo2_threshold,Algo2_pointType,Algo2_adaptiveMetric,Algo2_aggregatedMetric
10,0.0,0.2348,3677.4,4489.8,9.3199,26.695,42.013999999999996,2703.9,75.193,120.39,0.35435,80.241,48.486999999999995,2632.9,26.304000000000002,48.203,3102.2,23.31900000000001,65.774,230.92,341.2,94.645,77.569,32.148,8.9493,26.111,6.7796,18.826,1.6824,32.876,13.811,23.921,1.2803,18.58,2.2525,4.8822,2.2569,0.014488999999999997,0.81503,0.1046,54.278999999999996,44.352,62.645,54.542,23.13300000000001,61.425,21.93,42.262,33.648,42.375,47.328,40.344,17.198,4,10,TN,78,74,2,10,TN,22,36
11,0.0,0.2357,3643.6,4517.4,9.4013,26.404,42.81,2703.8,74.92699999999998,120.41,0.35572,80.15899999999998,50.623999999999995,2632.1,26.284000000000002,49.861999999999995,3100.8,22.81,65.806,228.63,341.84,94.6,77.188,32.148,8.9493,26.111,6.7796,18.826,1.6824,32.876,13.811,23.921,1.2803,18.58,2.2525,4.8822,2.2569,0.014488999999999997,0.81503,0.1046,54.278999999999996,44.352,63.225,54.211999999999996,23.045,59.849,21.885,42.095,39.936,46.215,47.501999999999995,41.941,18.437,2,10,TN,78,74,3,10,TN,22,36
12,0.0,0.25649,3680.1,4506.3,9.3763,27.232,42.42,2702.1,74.16199999999998,120.4,0.33749,79.954,49.92100000000001,2630.5,24.338,50.699,3100.0,23.75800000000001,65.755,229.37,341.99,94.588,76.938,31.846,8.9871,26.038,6.7198,18.788,1.6393,32.8,13.652999999999999,24.249000000000002,1.2589,18.659000000000002,2.3039,4.8773,2.3073,0.014488999999999997,0.81503,0.1046,54.278999999999996,44.352,63.793,53.85,25.789,59.739,22.07,39.762,37.869,48.152,47.409,40.571,16.215999999999998,1,10,TN,78,74,1,10,TN,22,36
13,0.0,0.25909,3693.7,4514.2,9.3814,27.158,42.552,2702.5,75.831,120.42,0.33658000000000005,80.13,51.44,2632.0,25.9,48.818999999999996,3101.2,23.160999999999998,65.743,229.76,341.33,94.48299999999999,77.574,31.846,8.9871,26.038,6.7198,18.788,1.6393,32.8,13.652999999999999,24.249000000000002,1.2589,18.659000000000002,2.3039,4.8773,2.3073,0.014488999999999997,0.81503,0.1046,54.278999999999996,44.352,63.56,53.755,25.531999999999996,61.357,22.12,39.87300000000001,42.33600000000001,43.801,47.349,42.213,17.59,1,10,TN,78,74,4,10,TN,22,36
14,0.0,0.2908,3713.0,4521.6,9.3023,26.873,42.685,2704.9,74.45,120.38,0.31894,80.30199999999998,49.355,2633.8,23.186999999999998,50.428000000000004,3103.6,23.614,65.751,230.21,341.2,94.458,77.751,32.376999999999995,9.0958,25.924,6.7767,18.918,1.7001,32.966,13.866,24.153000000000002,1.1243,18.499000000000002,2.2626,4.8358,2.2511,0.014488999999999997,0.81503,0.1046,54.278999999999996,44.352,63.87600000000001,53.754,28.544,62.431000000000004,21.901999999999997,37.635999999999996,36.203,47.523999999999994,47.28100000000001,40.925,16.49,7,10,TN,78,74,14,10,FP,22,36
15,0.0,0.29175999999999996,3713.7,4501.2,9.3591,26.744,42.092,2706.8,75.553,120.41,0.31518,80.421,48.848,2635.9,24.526,49.526,3104.1,24.509,65.818,226.84,341.66,94.22399999999999,77.227,32.376999999999995,9.0958,25.924,6.7767,18.918,1.7001,32.966,13.866,24.153000000000002,1.1243,18.499000000000002,2.2626,4.8358,2.2511,0.017134,0.8472700000000001,0.1028,52.902,43.729,63.865,53.99800000000001,28.45,60.255,22.151999999999997,38.096,34.711,45.437,47.058,41.888999999999996,14.375,6,10,TN,78,74,3,10,TN,22,36
16,0.0,0.23719,3672.7,4534.8,9.2755,26.619,42.458999999999996,2703.7,75.906,120.39,0.33876,80.243,49.67100000000001,2632.1,25.148000000000003,50.365,3099.2,22.109,65.801,225.24,341.55,94.443,76.949,32.248000000000005,8.8607,26.162,6.9387,18.875,1.6302,33.051,13.825999999999999,23.781999999999996,1.2428,18.718,2.2891,4.8282,2.2903,0.017134,0.8472700000000001,0.1028,52.902,43.729,64.197,53.26300000000001,23.865,62.327,22.318,40.833,37.131,47.379,46.957,40.955999999999996,20.094,9,10,TN,78,74,3,10,TN,22,36
17,0.0,0.23811999999999997,3661.2,4479.4,9.2821,27.285999999999998,42.303000000000004,2696.1,74.57,120.4,0.33787,79.805,49.888999999999996,2624.5,25.232,50.091,3094.2,22.186999999999998,65.74,225.59,341.38,94.538,76.789,32.248000000000005,8.8607,26.162,6.9387,18.875,1.6302,33.051,13.825999999999999,23.781999999999996,1.2428,18.718,2.2891,4.8282,2.2903,0.017134,0.8472700000000001,0.1028,52.902,43.729,64.396,53.927,23.773000000000003,59.957,22.22300000000001,40.941,37.774,46.744,46.687,41.324,19.96,4,10,TN,78,74,9,10,TN,22,36
18,0.0,0.25179,3666.1,4526.5,9.3263,26.95300000000001,42.107,2695.5,75.508,120.38,0.33705999999999997,79.844,49.974,2624.6,24.686,50.815,3092.3,22.680999999999997,65.623,225.91,341.66,94.685,77.217,31.956,8.9687,26.298000000000002,6.9393,18.891,1.6501,33.266999999999996,13.805,24.303,1.2209999999999999,18.729,2.2572,4.9425,2.3104,0.017134,0.8472700000000001,0.1028,52.902,43.729,62.913999999999994,53.446999999999996,24.63,61.858999999999995,21.95,39.997,38.022,48.419,46.426,40.819,18.776,3,10,TN,78,74,1,10,TN,22,36
19,0.0,0.25299,3650.4,4477.0,9.2933,27.165,42.306999999999995,2699.2,75.131,120.38,0.33704,80.191,48.99,2628.4,25.70300000000001,49.477,3095.0,22.979,65.587,225.03,341.35,94.677,77.75399999999998,31.956,8.9687,26.298000000000002,6.9393,18.891,1.6501,33.266999999999996,13.805,24.303,1.2209999999999999,18.729,2.2572,4.9425,2.3104,0.017134,0.8472700000000001,0.1028,52.902,43.729,63.183,54.04,24.511999999999997,61.571999999999996,22.608,39.999,35.128,45.325,46.273,41.153,18.022000000000002,1,10,TN,78,74,2,10,TN,22,36
20,0.0,0.27833,3649.7,4479.9,9.3486,26.386999999999997,42.56399999999999,2701.5,75.07300000000002,120.4,0.33729000000000003,80.384,50.172,2630.3,27.059,50.066,3097.6,22.868000000000002,65.649,226.86,341.45,94.51799999999999,77.321,32.294000000000004,9.0822,26.055999999999997,6.9624,18.749000000000002,1.6767,33.065,13.966,23.52,1.3563,18.465999999999998,2.2213,4.8492,2.2319999999999998,0.018032,0.8704299999999999,0.10962000000000001,53.559,43.528999999999996,63.137,53.946999999999996,27.761,60.589,21.743000000000002,39.398,38.607,46.68600000000001,46.688,41.585,18.294,7,10,TN,78,74,11,10,FP,22,36
21,0.0,0.27992,3647.2,4516.1,9.4227,27.093000000000004,42.452,2701.2,74.917,120.41,0.33888,80.229,49.53100000000001,2629.9,24.622,51.106,3097.5,22.978,65.679,225.78,341.07,94.626,77.43,32.294000000000004,9.0822,26.055999999999997,6.9624,18.749000000000002,1.6767,33.065,13.966,23.52,1.3563,18.465999999999998,2.2213,4.8492,2.2319999999999998,0.018032,0.8704299999999999,0.10962000000000001,53.559,43.528999999999996,63.178999999999995,53.513999999999996,27.605,61.208999999999996,22.13300000000001,39.204,36.719,49.093,46.898,41.303000000000004,18.034000000000002,6,10,TN,78,74,13,10,FP,22,36
22,0.0,0.24735,3648.7,4505.7,9.465,26.761,42.765,2699.8,74.646,120.4,0.35154,80.175,52.351000000000006,2628.2,27.138,50.364,3096.8,23.114,65.707,227.59,341.4,94.625,77.243,32.415,8.9563,26.225,6.6925,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.8704299999999999,0.10962000000000001,53.559,43.528999999999996,62.886,53.982,24.505,61.25100000000001,22.177,42.07100000000001,45.02,47.37600000000001,46.854,40.988,17.724,9,10,TN,78,74,2,10,TN,22,36
23,0.0,0.24846999999999997,3677.2,4491.0,9.3631,26.88,42.538000000000004,2699.6,74.685,120.39,0.35220999999999997,80.139,48.538000000000004,2628.1,26.368000000000002,50.855,3096.5,22.500999999999998,65.683,228.07,341.47,94.695,77.259,32.415,8.9563,26.225,6.6925,18.938,1.6194,32.598,13.782,23.943,1.3275,18.333,2.2519,4.8318,2.325,0.018032,0.8704299999999999,0.10962000000000001,53.559,43.528999999999996,62.396,54.157,24.396,61.648,21.921,41.989,33.798,48.512,46.931000000000004,40.832,19.179000000000002,9,10,TN,78,74,5,10,TN,22,36
24,0.0,0.23392,3732.0,4481.1,9.3416,26.901,42.089,2700.5,75.605,120.42,0.33266999999999997,80.24600000000002,50.045,2629.0,25.334,49.983999999999995,3097.3,21.802,65.689,227.78,341.38,94.569,77.377,32.247,9.0295,25.72300000000001,6.9583,18.586,1.6303,33.174,13.932,23.609,1.3523,18.964000000000002,2.2519,4.8839999999999995,2.2843,0.018032,0.8704299999999999,0.10962000000000001,53.559,43.528999999999996,63.871,53.801,23.173000000000002,59.54,22.188000000000002,39.527,38.233000000000004,46.496,47.07100000000001,41.548,20.820999999999998,3,10,TN,78,74,4,10,TN,22,36
25,0.0,0.23546,3763.0,4542.1,9.3654,26.8,42.203,2700.0,74.491,120.41,0.33254,80.286,48.55,2628.4,24.971,49.573,3097.7,22.109,65.745,228.87,341.01,94.53,77.195,32.247,9.0295,25.72300000000001,6.9583,18.586,1.6303,33.174,13.932,23.609,1.3523,18.964000000000002,2.2519,4.8839999999999995,2.2843,0.022881,0.8529899999999999,0.11356,53.254,44.275,63.338,53.071999999999996,23.022,60.996,22.045,39.542,33.833,45.547,47.723,40.676,20.1,3,10,TN,78,74,14,10,FP,22,36
26,0.0,0.24973,3648.5,4534.8,9.2431,26.767,42.38399999999999,2697.8,74.593,120.42,0.34965999999999997,80.234,50.87600000000001,2626.3,24.614,49.244,3095.6,23.122,65.814,233.45,340.95,94.523,77.376,32.51,9.0514,25.98,6.8278,18.649,1.6778,32.552,13.842,23.278000000000002,1.2319,18.497,2.2556,4.8516,2.3324,0.022881,0.8529899999999999,0.11356,53.254,44.275,63.03,54.023999999999994,24.519000000000002,59.965,21.921,41.512,40.678000000000004,44.784,47.702,41.456,17.687,8,10,TN,78,74,6,10,TN,22,36
27,0.0,0.2479,3661.6,4519.6,9.2943,26.72,42.723,2699.5,73.918,120.39,0.34734,80.273,49.028,2627.4,24.982,50.82,3095.6,22.95,65.832,232.41,341.54,94.71700000000001,77.155,32.51,9.0514,25.98,6.8278,18.649,1.6778,32.552,13.842,23.278000000000002,1.2319,18.497,2.2556,4.8516,2.3324,0.022881,0.8529899999999999,0.11356,53.254,44.275,62.803999999999995,54.206,24.7,62.42,22.041,41.794,35.24,48.431000000000004,48.181999999999995,40.8,18.102,6,10,TN,78,74,14,10,FP,22,36
28,0.0,0.22171,3706.3,4479.5,9.3125,27.058000000000003,42.505,2696.8,75.807,120.41,0.34205,80.204,49.661,2625.3,24.816999999999997,51.858999999999995,3095.1,22.695,65.877,233.08,340.82,94.589,77.283,32.433,8.8794,26.084,6.9887,18.570999999999998,1.6458,32.514,13.728,23.221,1.2481,18.374000000000002,2.2844,4.8825,2.2854,0.022881,0.8529899999999999,0.11356,53.254,44.275,63.169,54.556999999999995,21.898000000000003,61.483999999999995,21.924,40.128,37.102,50.83600000000001,48.507,41.269,18.711,3,10,TN,78,74,8,10,TN,22,36
29,0.0,0.22399999999999998,3674.7,4499.5,9.3584,26.886,42.29600000000001,2696.9,75.005,120.4,0.33893,80.221,49.761,2625.8,24.898000000000003,51.703,3094.6,23.197,65.906,234.96,340.7,94.586,77.252,32.433,8.8794,26.084,6.9887,18.570999999999998,1.6458,32.514,13.728,23.221,1.2481,18.374000000000002,2.2844,4.8825,2.2854,0.022881,0.8529899999999999,0.11356,53.254,44.275,63.713,54.31800000000001,21.671999999999997,61.716,22.086,40.509,37.395,50.475,48.724,40.977,17.522000000000002,5,10,TN,78,74,4,10,TN,22,36
30,0.0,0.22515,3689.6,4525.4,9.4095,27.13300000000001,42.395,2698.9,75.07300000000002,120.41,0.32419000000000003,80.437,50.174,2627.2,24.055999999999997,51.358000000000004,3096.0,23.06,65.961,234.31,340.43,94.522,77.668,32.089,8.8669,26.468000000000004,6.8488,18.545,1.6743,33.579,13.960999999999999,23.174,1.1601,18.882,2.2733,4.9044,2.408,0.0099339,0.8533799999999999,0.097606,53.299,44.986999999999995,62.021,54.227,22.439,58.461999999999996,21.963,39.188,38.611999999999995,49.676,48.762,41.648999999999994,17.802,9,10,TN,78,74,4,10,TN,22,36
31,0.0,0.22588000000000005,3655.1,4489.0,9.263,26.59800000000001,42.294,2697.2,74.318,120.38,0.32758000000000004,80.35,50.56,2625.3,25.656999999999996,50.808,3094.9,22.125,66.03,234.11,340.49,94.794,76.96300000000002,32.089,8.8669,26.468000000000004,6.8488,18.545,1.6743,33.579,13.960999999999999,23.174,1.1601,18.882,2.2733,4.9044,2.408,0.0099339,0.8533799999999999,0.097606,53.299,44.986999999999995,62.614,54.662,22.366999999999997,61.0,21.721999999999998,38.774,39.74800000000001,48.403999999999996,48.982,40.864000000000004,20.061,9,10,TN,78,74,13,10,FP,22,36
32,0.0,0.25956999999999997,3715.6,4513.6,9.357999999999999,26.735,42.39100000000001,2695.8,75.02,120.38,0.3525,80.202,49.847,2624.7,26.116999999999997,49.015,3094.1,23.754,66.044,235.83,340.35,94.64,77.37899999999998,32.141999999999996,8.9316,26.509,6.9577,19.363,1.6246,32.611999999999995,13.877,23.609,1.2081,19.063,2.2680000000000002,4.8928,2.2761,0.0099339,0.8533799999999999,0.097606,53.299,44.986999999999995,62.76600000000001,54.471000000000004,25.443,61.665,21.654,42.01600000000001,37.649,44.255,49.035,40.542,16.182000000000002,3,10,TN,78,74,4,10,TN,22,36
33,0.0,0.25765,3669.0,4515.6,9.4451,27.014,42.21,2696.8,75.194,120.41,0.35103,80.274,49.486999999999995,2625.6,24.541999999999998,50.913999999999994,3095.7,23.107,66.04899999999999,234.78,340.32,94.602,77.471,32.141999999999996,8.9316,26.509,6.9577,19.363,1.6246,32.611999999999995,13.877,23.609,1.2081,19.063,2.2680000000000002,4.8928,2.2761,0.0099339,0.8533799999999999,0.097606,53.299,44.986999999999995,63.56800000000001,54.44600000000001,25.631999999999998,58.13,21.714000000000002,42.19600000000001,36.59,48.648999999999994,49.333999999999996,41.216,17.715,5,10,TN,78,74,13,10,FP,22,36
34,0.0,0.25449,3667.7,4400.5,9.3541,26.91800000000001,42.49,2698.4,74.431,120.4,0.34443,80.482,49.692,2625.9,24.128,50.83600000000001,3096.1,22.29,66.08,237.03,339.81,94.51899999999999,77.65899999999998,31.656999999999996,8.9209,26.092,6.7931,18.575,1.6752,33.133,13.857999999999999,23.909000000000002,1.4133,18.785,2.2492,4.8472,2.394,0.0099339,0.8533799999999999,0.097606,53.299,44.986999999999995,62.615,53.787,25.083000000000002,60.313,21.67,40.879,37.19300000000001,48.468999999999994,49.336999999999996,41.03,19.623,3,10,TN,78,74,6,10,TN,22,36
35,0.0,0.25645,3635.5,4408.3,9.2819,26.774,42.549,2696.6,73.968,120.39,0.34306,80.452,50.117,2625.1,24.366,49.316,3095.5,22.45300000000001,66.14399999999999,236.32,340.15,94.816,77.223,31.656999999999996,8.9209,26.092,6.7931,18.575,1.6752,33.133,13.857999999999999,23.909000000000002,1.4133,18.785,2.2492,4.8472,2.394,0.019303,0.83429,0.11179000000000001,53.07100000000001,44.528999999999996,63.17,53.69300000000001,24.89,60.471000000000004,21.63,41.04600000000001,38.444,44.951,49.638999999999996,40.576,19.258,7,10,TN,78,74,9,10,TN,22,36
36,0.0,0.30454000000000003,3676.8,4517.3,9.2999,26.969,42.666000000000004,2695.0,74.733,120.38,0.33888,80.178,50.169,2623.2,25.859,50.823,3095.2,23.127,66.163,237.3,339.67,94.53,77.18,32.2,8.8268,25.964000000000002,7.0221,18.748,1.6645,32.672,14.017999999999999,24.354,1.2394,18.772000000000002,2.2433,4.8623,2.3628,0.019303,0.83429,0.11179000000000001,53.07100000000001,44.528999999999996,63.909,54.29,29.991,63.11,21.237,41.12600000000001,38.597,48.438,49.771,40.683,17.680999999999994,7,10,TN,78,74,8,10,TN,22,36
37,0.0,0.30425,3687.9,4468.7,9.256,26.846999999999998,42.376999999999995,2696.0,74.975,120.42,0.34231,80.227,50.861000000000004,2625.4,24.239,49.214,3096.0,23.255,66.145,239.84,340.4,94.598,77.19,32.2,8.8268,25.964000000000002,7.0221,18.748,1.6645,32.672,14.017999999999999,24.354,1.2394,18.772000000000002,2.2433,4.8623,2.3628,0.019303,0.83429,0.11179000000000001,53.07100000000001,44.528999999999996,63.717,54.871,30.02,60.782,21.504,40.708,40.635,44.714,49.76600000000001,41.391999999999996,17.386,1,10,TN,78,74,3,10,TN,22,36
38,0.0,0.25375,3619.1,4544.2,9.2548,27.226999999999997,42.424,2697.1,74.035,120.41,0.36196,80.36,49.905,2625.6,24.906999999999996,51.233999999999995,3094.1,23.096999999999998,66.12,240.89,339.94,94.617,77.637,32.19,9.105,26.316,6.7759,18.898,1.653,33.083,13.889000000000001,23.871,1.1946,18.6,2.278,4.9716,2.3551,0.019303,0.83429,0.11179000000000001,53.07100000000001,44.528999999999996,62.869,53.56100000000001,25.180999999999997,60.333999999999996,21.993000000000002,42.77,37.821,49.39100000000001,49.89100000000001,41.276,17.727,2,10,TN,78,74,1,10,TN,22,36
39,0.0,0.25421,3601.1,4486.7,9.3263,26.846,42.582,2697.6,75.249,120.39,0.36227,80.452,48.455,2625.8,26.629,51.555,3095.3,23.41800000000001,66.193,238.68,340.22,94.65100000000001,77.248,32.19,9.105,26.316,6.7759,18.898,1.653,33.083,13.889000000000001,23.871,1.1946,18.6,2.278,4.9716,2.3551,0.019303,0.83429,0.11179000000000001,53.07100000000001,44.528999999999996,63.178999999999995,54.25,25.135,61.986999999999995,21.831,42.732,33.552,50.133,50.302,40.586999999999996,16.976,9,10,TN,78,74,5,10,TN,22,36
40,0.0,0.25674,3683.3,4472.1,9.2549,26.829,42.854,2696.2,75.389,120.39,0.34573000000000004,80.309,49.68600000000001,2624.0,24.186,48.9,3097.5,22.38300000000001,66.21600000000001,240.07,339.76,94.62299999999999,77.354,32.092,9.116,26.34,6.818,18.53,1.6367,32.591,13.802,23.651999999999997,1.3176,18.573,2.2782,4.9142,2.4603,0.030476999999999997,0.8458600000000001,0.093216,53.33,44.621,63.908,54.05,25.066999999999997,62.835,21.498,41.471000000000004,37.175,43.988,49.92,41.145,19.425,7,10,TN,78,74,10,10,FP,22,36
41,0.0,0.25626,3714.9,4522.3,9.2305,26.842,42.746,2694.5,74.896,120.4,0.34686999999999996,80.172,50.591,2623.4,23.488000000000003,49.31399999999999,3094.9,23.991,66.197,238.32,340.3,94.50200000000001,76.97,32.092,9.116,26.34,6.818,18.53,1.6367,32.591,13.802,23.651999999999997,1.3176,18.573,2.2782,4.9142,2.4603,0.030476999999999997,0.8458600000000001,0.093216,53.33,44.621,63.361999999999995,53.45,25.114,61.958,21.410999999999998,41.333,39.839,44.94600000000001,50.08600000000001,40.74800000000001,15.658,1,10,TN,78,74,2,10,TN,22,36
42,0.0,0.26309,3677.2,4536.7,9.3614,26.785,42.413999999999994,2696.5,73.887,120.43,0.33739,80.305,49.316,2625.4,25.184,50.075,3095.0,24.058000000000003,66.16199999999999,238.14,340.57,94.55799999999999,77.618,32.544000000000004,8.7147,26.12,7.0403,18.660999999999998,1.6655,32.527,13.782,24.224,1.4823,18.488,2.2439,4.9333,2.3281,0.030476999999999997,0.8458600000000001,0.093216,53.33,44.621,63.723,54.188,26.398000000000003,60.858000000000004,21.881,40.199,36.086,46.708,50.115,41.44600000000001,15.45,9,10,TN,78,74,10,10,FP,22,36
43,0.0,0.26513000000000003,3685.6,4522.0,9.2694,26.943,42.69600000000001,2698.4,74.921,120.4,0.33673000000000003,80.635,49.81399999999999,2627.0,25.498,49.31399999999999,3098.4,22.75800000000001,66.23,240.12,339.83,94.414,77.957,32.544000000000004,8.7147,26.12,7.0403,18.660999999999998,1.6655,32.527,13.782,24.224,1.4823,18.488,2.2439,4.9333,2.3281,0.030476999999999997,0.8458600000000001,0.093216,53.33,44.621,63.578,54.364,26.198,61.327,21.622,40.28,37.552,44.94600000000001,49.94600000000001,40.87,18.479,7,10,TN,78,74,10,10,FP,22,36
